country;session;group;contribution;round;endowment;player;gender;age;lcp
SouthAfrica;2;6;5;9;10;15;Male;22;Conditional
SouthAfrica;2;6;5;9;10;16;Female;20;Conditional
SouthAfrica;2;8;20;10;30;1;Female;19;Conditional
SouthAfrica;2;7;5;10;30;2;Male;21;FreeRider
SouthAfrica;2;7;10;10;30;3;Female;22;FreeRider
SouthAfrica;2;6;15;10;30;4;Female;23;Conditional
SouthAfrica;2;7;7;10;10;5;Female;21;Others
SouthAfrica;2;6;15;10;30;6;Male;20;FreeRider
SouthAfrica;2;8;20;10;30;7;Male;20;Contributor
SouthAfrica;2;5;18;10;30;8;Male;20;Contributor
SouthAfrica;2;7;5;10;10;9;Male;21;Conditional
SouthAfrica;2;5;16;10;30;10;Male;21;FreeRider
SouthAfrica;2;5;10;10;10;11;Male;19;Conditional
SouthAfrica;2;8;10;10;10;12;Male;19;Contributor
SouthAfrica;2;8;10;10;10;13;Male;20;Contributor
SouthAfrica;2;5;10;10;10;14;Male;21;Contributor
SouthAfrica;2;6;10;10;10;15;Male;22;Conditional
SouthAfrica;2;6;5;10;10;16;Female;20;Conditional
SouthAfrica;2;8;20;11;30;1;Female;19;Conditional
SouthAfrica;2;7;6;11;30;2;Male;21;FreeRider
SouthAfrica;2;7;10;11;30;3;Female;22;FreeRider
SouthAfrica;2;6;0;11;30;4;Female;23;Conditional
SouthAfrica;2;7;8;11;10;5;Female;21;Others
SouthAfrica;2;6;20;11;30;6;Male;20;FreeRider
SouthAfrica;2;8;20;11;30;7;Male;20;Contributor
SouthAfrica;2;5;20;11;30;8;Male;20;Contributor
SouthAfrica;2;7;9;11;10;9;Male;21;Conditional
SouthAfrica;2;5;18;11;30;10;Male;21;FreeRider
SouthAfrica;2;5;10;11;10;11;Male;19;Conditional
SouthAfrica;2;8;10;11;10;12;Male;19;Contributor
SouthAfrica;2;8;10;11;10;13;Male;20;Contributor
SouthAfrica;2;5;10;11;10;14;Male;21;Contributor
SouthAfrica;2;6;10;11;10;15;Male;22;Conditional
SouthAfrica;2;6;10;11;10;16;Female;20;Conditional
SouthAfrica;2;8;20;12;30;1;Female;19;Conditional
SouthAfrica;2;7;8;12;30;2;Male;21;FreeRider
SouthAfrica;2;7;5;12;30;3;Female;22;FreeRider
SouthAfrica;2;6;20;12;30;4;Female;23;Conditional
SouthAfrica;2;7;7;12;10;5;Female;21;Others
SouthAfrica;2;6;10;12;30;6;Male;20;FreeRider
SouthAfrica;2;8;20;12;30;7;Male;20;Contributor
SouthAfrica;2;5;15;12;30;8;Male;20;Contributor
SouthAfrica;2;7;5;12;10;9;Male;21;Conditional
SouthAfrica;2;5;8;12;30;10;Male;21;FreeRider
SouthAfrica;2;5;10;12;10;11;Male;19;Conditional
SouthAfrica;2;8;10;12;10;12;Male;19;Contributor
SouthAfrica;2;8;10;12;10;13;Male;20;Contributor
SouthAfrica;2;5;10;12;10;14;Male;21;Contributor
SouthAfrica;2;6;10;12;10;15;Male;22;Conditional
SouthAfrica;2;6;5;12;10;16;Female;20;Conditional
SouthAfrica;2;8;20;13;30;1;Female;19;Conditional
SouthAfrica;2;7;6;13;30;2;Male;21;FreeRider
SouthAfrica;2;7;5;13;30;3;Female;22;FreeRider
SouthAfrica;2;6;20;13;30;4;Female;23;Conditional
SouthAfrica;2;7;7;13;10;5;Female;21;Others
SouthAfrica;2;6;0;13;30;6;Male;20;FreeRider
SouthAfrica;2;8;20;13;30;7;Male;20;Contributor
SouthAfrica;2;5;20;13;30;8;Male;20;Contributor
SouthAfrica;2;7;5;13;10;9;Male;21;Conditional
SouthAfrica;2;5;10;13;30;10;Male;21;FreeRider
SouthAfrica;2;5;0;13;10;11;Male;19;Conditional
SouthAfrica;2;8;10;13;10;12;Male;19;Contributor
SouthAfrica;2;8;10;13;10;13;Male;20;Contributor
SouthAfrica;2;5;10;13;10;14;Male;21;Contributor
SouthAfrica;2;6;10;13;10;15;Male;22;Conditional
SouthAfrica;2;6;0;13;10;16;Female;20;Conditional
SouthAfrica;2;8;20;14;30;1;Female;19;Conditional
SouthAfrica;2;7;8;14;30;2;Male;21;FreeRider
SouthAfrica;2;7;8;14;30;3;Female;22;FreeRider
SouthAfrica;2;6;15;14;30;4;Female;23;Conditional
SouthAfrica;2;7;10;14;10;5;Female;21;Others
SouthAfrica;2;6;15;14;30;6;Male;20;FreeRider
SouthAfrica;2;8;20;14;30;7;Male;20;Contributor
SouthAfrica;2;5;20;14;30;8;Male;20;Contributor
SouthAfrica;2;7;5;14;10;9;Male;21;Conditional
SouthAfrica;2;5;10;14;30;10;Male;21;FreeRider
SouthAfrica;2;5;10;14;10;11;Male;19;Conditional
SouthAfrica;2;8;10;14;10;12;Male;19;Contributor
SouthAfrica;2;8;10;14;10;13;Male;20;Contributor
SouthAfrica;2;5;10;14;10;14;Male;21;Contributor
SouthAfrica;2;6;5;14;10;15;Male;22;Conditional
SouthAfrica;2;6;5;14;10;16;Female;20;Conditional
SouthAfrica;2;8;20;15;30;1;Female;19;Conditional
SouthAfrica;2;7;6;15;30;2;Male;21;FreeRider
SouthAfrica;2;7;5;15;30;3;Female;22;FreeRider
SouthAfrica;2;6;0;15;30;4;Female;23;Conditional
SouthAfrica;2;7;10;15;10;5;Female;21;Others
SouthAfrica;2;6;15;15;30;6;Male;20;FreeRider
SouthAfrica;2;8;20;15;30;7;Male;20;Contributor
SouthAfrica;2;5;30;15;30;8;Male;20;Contributor
SouthAfrica;2;7;7;15;10;9;Male;21;Conditional
SouthAfrica;2;5;2;15;30;10;Male;21;FreeRider
SouthAfrica;2;5;0;15;10;11;Male;19;Conditional
SouthAfrica;2;8;10;15;10;12;Male;19;Contributor
SouthAfrica;2;8;10;15;10;13;Male;20;Contributor
SouthAfrica;2;5;10;15;10;14;Male;21;Contributor
SouthAfrica;2;6;5;15;10;15;Male;22;Conditional
SouthAfrica;2;6;10;15;10;16;Female;20;Conditional
SouthAfrica;2;8;20;16;30;1;Female;19;Conditional
SouthAfrica;2;7;10;16;30;2;Male;21;FreeRider
SouthAfrica;2;7;10;16;30;3;Female;22;FreeRider
SouthAfrica;2;6;10;16;30;4;Female;23;Conditional
SouthAfrica;2;7;8;16;10;5;Female;21;Others
SouthAfrica;2;6;15;16;30;6;Male;20;FreeRider
SouthAfrica;2;8;20;16;30;7;Male;20;Contributor
SouthAfrica;2;5;30;16;30;8;Male;20;Contributor
SouthAfrica;2;7;5;16;10;9;Male;21;Conditional
SouthAfrica;2;5;10;16;30;10;Male;21;FreeRider
SouthAfrica;2;5;10;16;10;11;Male;19;Conditional
SouthAfrica;2;8;10;16;10;12;Male;19;Contributor
SouthAfrica;2;8;10;16;10;13;Male;20;Contributor
SouthAfrica;2;5;10;16;10;14;Male;21;Contributor
SouthAfrica;2;6;10;16;10;15;Male;22;Conditional
SouthAfrica;2;6;5;16;10;16;Female;20;Conditional
SouthAfrica;2;8;20;17;30;1;Female;19;Conditional
SouthAfrica;2;7;5;17;30;2;Male;21;FreeRider
SouthAfrica;2;7;5;17;30;3;Female;22;FreeRider
SouthAfrica;2;6;10;17;30;4;Female;23;Conditional
SouthAfrica;2;7;7;17;10;5;Female;21;Others
SouthAfrica;2;6;15;17;30;6;Male;20;FreeRider
SouthAfrica;2;8;20;17;30;7;Male;20;Contributor
SouthAfrica;2;5;15;17;30;8;Male;20;Contributor
SouthAfrica;2;7;5;17;10;9;Male;21;Conditional
SouthAfrica;2;5;16;17;30;10;Male;21;FreeRider
SouthAfrica;2;5;10;17;10;11;Male;19;Conditional
SouthAfrica;2;8;10;17;10;12;Male;19;Contributor
SouthAfrica;2;8;10;17;10;13;Male;20;Contributor
SouthAfrica;2;5;10;17;10;14;Male;21;Contributor
SouthAfrica;2;6;10;17;10;15;Male;22;Conditional
SouthAfrica;2;6;10;17;10;16;Female;20;Conditional
SouthAfrica;2;8;20;18;30;1;Female;19;Conditional
SouthAfrica;2;7;8;18;30;2;Male;21;FreeRider
SouthAfrica;2;7;5;18;30;3;Female;22;FreeRider
SouthAfrica;2;6;15;18;30;4;Female;23;Conditional
SouthAfrica;2;7;7;18;10;5;Female;21;Others
SouthAfrica;2;6;17;18;30;6;Male;20;FreeRider
SouthAfrica;2;8;20;18;30;7;Male;20;Contributor
SouthAfrica;2;5;15;18;30;8;Male;20;Contributor
SouthAfrica;2;7;7;18;10;9;Male;21;Conditional
SouthAfrica;2;5;4;18;30;10;Male;21;FreeRider
SouthAfrica;2;5;10;18;10;11;Male;19;Conditional
SouthAfrica;2;8;10;18;10;12;Male;19;Contributor
SouthAfrica;2;8;10;18;10;13;Male;20;Contributor
SouthAfrica;2;5;10;18;10;14;Male;21;Contributor
SouthAfrica;2;6;10;18;10;15;Male;22;Conditional
SouthAfrica;2;6;10;18;10;16;Female;20;Conditional
SouthAfrica;2;8;20;19;30;1;Female;19;Conditional
SouthAfrica;2;7;5;19;30;2;Male;21;FreeRider
SouthAfrica;2;7;8;19;30;3;Female;22;FreeRider
SouthAfrica;2;6;20;19;30;4;Female;23;Conditional
SouthAfrica;2;7;7;19;10;5;Female;21;Others
SouthAfrica;2;6;18;19;30;6;Male;20;FreeRider
SouthAfrica;2;8;20;19;30;7;Male;20;Contributor
SouthAfrica;2;5;25;19;30;8;Male;20;Contributor
SouthAfrica;2;7;7;19;10;9;Male;21;Conditional
SouthAfrica;2;5;20;19;30;10;Male;21;FreeRider
SouthAfrica;2;5;10;19;10;11;Male;19;Conditional
SouthAfrica;2;8;10;19;10;12;Male;19;Contributor
SouthAfrica;2;8;10;19;10;13;Male;20;Contributor
SouthAfrica;2;5;10;19;10;14;Male;21;Contributor
SouthAfrica;2;6;10;19;10;15;Male;22;Conditional
SouthAfrica;2;6;10;19;10;16;Female;20;Conditional
SouthAfrica;2;8;20;20;30;1;Female;19;Conditional
SouthAfrica;2;7;10;20;30;2;Male;21;FreeRider
SouthAfrica;2;7;5;20;30;3;Female;22;FreeRider
SouthAfrica;2;6;15;20;30;4;Female;23;Conditional
SouthAfrica;2;7;5;20;10;5;Female;21;Others
SouthAfrica;2;6;0;20;30;6;Male;20;FreeRider
SouthAfrica;2;8;20;20;30;7;Male;20;Contributor
SouthAfrica;2;5;20;20;30;8;Male;20;Contributor
SouthAfrica;2;7;7;20;10;9;Male;21;Conditional
SouthAfrica;2;5;8;20;30;10;Male;21;FreeRider
SouthAfrica;2;5;10;20;10;11;Male;19;Conditional
SouthAfrica;2;8;10;20;10;12;Male;19;Contributor
SouthAfrica;2;8;10;20;10;13;Male;20;Contributor
SouthAfrica;2;5;10;20;10;14;Male;21;Contributor
SouthAfrica;2;6;10;20;10;15;Male;22;Conditional
SouthAfrica;2;6;10;20;10;16;Female;20;Conditional
SouthAfrica;3;9;5;1;10;1;Male;20;Contributor
SouthAfrica;3;10;5;1;10;2;Male;19;Conditional
SouthAfrica;3;10;20;1;30;3;Female;18;Conditional
SouthAfrica;3;9;15;1;30;4;Female;19;Others
SouthAfrica;3;10;7;1;10;5;Female;20;Contributor
SouthAfrica;3;9;8;1;10;6;Male;21;Conditional
SouthAfrica;3;10;25;1;30;7;Male;20;Contributor
SouthAfrica;3;9;22;1;30;8;Male;23;Contributor
SouthAfrica;3;9;8;2;10;1;Male;20;Contributor
SouthAfrica;3;10;8;2;10;2;Male;19;Conditional
SouthAfrica;3;10;15;2;30;3;Female;18;Conditional
SouthAfrica;3;9;20;2;30;4;Female;19;Others
SouthAfrica;3;10;10;2;10;5;Female;20;Contributor
SouthAfrica;3;9;7;2;10;6;Male;21;Conditional
SouthAfrica;3;10;28;2;30;7;Male;20;Contributor
SouthAfrica;3;9;25;2;30;8;Male;23;Contributor
SouthAfrica;3;9;8;3;10;1;Male;20;Contributor
SouthAfrica;3;10;5;3;10;2;Male;19;Conditional
SouthAfrica;3;10;10;3;30;3;Female;18;Conditional
SouthAfrica;3;9;20;3;30;4;Female;19;Others
SouthAfrica;3;10;10;3;10;5;Female;20;Contributor
SouthAfrica;3;9;10;3;10;6;Male;21;Conditional
SouthAfrica;3;10;28;3;30;7;Male;20;Contributor
SouthAfrica;3;9;15;3;30;8;Male;23;Contributor
SouthAfrica;3;9;8;4;10;1;Male;20;Contributor
SouthAfrica;3;10;10;4;10;2;Male;19;Conditional
SouthAfrica;3;10;20;4;30;3;Female;18;Conditional
SouthAfrica;3;9;15;4;30;4;Female;19;Others
SouthAfrica;3;10;9;4;10;5;Female;20;Contributor
SouthAfrica;3;9;7;4;10;6;Male;21;Conditional
SouthAfrica;3;10;28;4;30;7;Male;20;Contributor
SouthAfrica;3;9;25;4;30;8;Male;23;Contributor
SouthAfrica;3;9;0;5;10;1;Male;20;Contributor
SouthAfrica;3;10;9;5;10;2;Male;19;Conditional
SouthAfrica;3;10;20;5;30;3;Female;18;Conditional
SouthAfrica;3;9;20;5;30;4;Female;19;Others
SouthAfrica;3;10;9;5;10;5;Female;20;Contributor
SouthAfrica;3;9;9;5;10;6;Male;21;Conditional
SouthAfrica;3;10;28;5;30;7;Male;20;Contributor
SouthAfrica;3;9;25;5;30;8;Male;23;Contributor
SouthAfrica;3;9;10;6;10;1;Male;20;Contributor
SouthAfrica;3;10;9;6;10;2;Male;19;Conditional
SouthAfrica;3;10;10;6;30;3;Female;18;Conditional
SouthAfrica;3;9;25;6;30;4;Female;19;Others
SouthAfrica;3;10;10;6;10;5;Female;20;Contributor
SouthAfrica;3;9;10;6;10;6;Male;21;Conditional
SouthAfrica;3;10;28;6;30;7;Male;20;Contributor
SouthAfrica;3;9;20;6;30;8;Male;23;Contributor
SouthAfrica;3;9;8;7;10;1;Male;20;Contributor
SouthAfrica;3;10;10;7;10;2;Male;19;Conditional
SouthAfrica;3;10;20;7;30;3;Female;18;Conditional
SouthAfrica;3;9;20;7;30;4;Female;19;Others
SouthAfrica;3;10;10;7;10;5;Female;20;Contributor
SouthAfrica;3;9;9;7;10;6;Male;21;Conditional
SouthAfrica;3;10;29;7;30;7;Male;20;Contributor
SouthAfrica;3;9;20;7;30;8;Male;23;Contributor
SouthAfrica;3;9;8;8;10;1;Male;20;Contributor
SouthAfrica;3;10;9;8;10;2;Male;19;Conditional
SouthAfrica;3;10;15;8;30;3;Female;18;Conditional
SouthAfrica;3;9;20;8;30;4;Female;19;Others
SouthAfrica;3;10;7;8;10;5;Female;20;Contributor
SouthAfrica;3;9;10;8;10;6;Male;21;Conditional
SouthAfrica;3;10;28;8;30;7;Male;20;Contributor
SouthAfrica;3;9;18;8;30;8;Male;23;Contributor
SouthAfrica;3;9;10;9;10;1;Male;20;Contributor
SouthAfrica;3;10;10;9;10;2;Male;19;Conditional
SouthAfrica;3;10;5;9;30;3;Female;18;Conditional
SouthAfrica;3;9;25;9;30;4;Female;19;Others
SouthAfrica;3;10;8;9;10;5;Female;20;Contributor
SouthAfrica;3;9;10;9;10;6;Male;21;Conditional
SouthAfrica;3;10;28;9;30;7;Male;20;Contributor
SouthAfrica;3;9;24;9;30;8;Male;23;Contributor
SouthAfrica;3;9;9;10;10;1;Male;20;Contributor
SouthAfrica;3;10;10;10;10;2;Male;19;Conditional
SouthAfrica;3;10;10;10;30;3;Female;18;Conditional
SouthAfrica;3;9;20;10;30;4;Female;19;Others
SouthAfrica;3;10;10;10;10;5;Female;20;Contributor
SouthAfrica;3;9;10;10;10;6;Male;21;Conditional
SouthAfrica;3;10;29;10;30;7;Male;20;Contributor
SouthAfrica;3;9;15;10;30;8;Male;23;Contributor
SouthAfrica;3;9;10;11;10;1;Male;20;Contributor
SouthAfrica;3;10;1;11;10;2;Male;19;Conditional
SouthAfrica;3;10;15;11;30;3;Female;18;Conditional
SouthAfrica;3;9;25;11;30;4;Female;19;Others
SouthAfrica;3;10;10;11;10;5;Female;20;Contributor
SouthAfrica;3;9;10;11;10;6;Male;21;Conditional
SouthAfrica;3;10;29;11;30;7;Male;20;Contributor
SouthAfrica;3;9;22;11;30;8;Male;23;Contributor
SouthAfrica;3;9;7;12;10;1;Male;20;Contributor
SouthAfrica;3;10;10;12;10;2;Male;19;Conditional
SouthAfrica;3;10;1;12;30;3;Female;18;Conditional
SouthAfrica;3;9;21;12;30;4;Female;19;Others
SouthAfrica;3;10;9;12;10;5;Female;20;Contributor
SouthAfrica;3;9;10;12;10;6;Male;21;Conditional
SouthAfrica;3;10;28;12;30;7;Male;20;Contributor
SouthAfrica;3;9;20;12;30;8;Male;23;Contributor
SouthAfrica;3;9;7;13;10;1;Male;20;Contributor
SouthAfrica;3;10;1;13;10;2;Male;19;Conditional
SouthAfrica;3;10;20;13;30;3;Female;18;Conditional
SouthAfrica;3;9;27;13;30;4;Female;19;Others
SouthAfrica;3;10;10;13;10;5;Female;20;Contributor
SouthAfrica;3;9;10;13;10;6;Male;21;Conditional
SouthAfrica;3;10;28;13;30;7;Male;20;Contributor
SouthAfrica;3;9;25;13;30;8;Male;23;Contributor
SouthAfrica;3;9;9;14;10;1;Male;20;Contributor
SouthAfrica;3;10;5;14;10;2;Male;19;Conditional
SouthAfrica;3;10;20;14;30;3;Female;18;Conditional
SouthAfrica;3;9;10;14;30;4;Female;19;Others
SouthAfrica;3;10;10;14;10;5;Female;20;Contributor
SouthAfrica;3;9;10;14;10;6;Male;21;Conditional
SouthAfrica;3;10;28;14;30;7;Male;20;Contributor
SouthAfrica;3;9;20;14;30;8;Male;23;Contributor
SouthAfrica;3;9;8;15;10;1;Male;20;Contributor
SouthAfrica;3;10;8;15;10;2;Male;19;Conditional
SouthAfrica;3;10;3;15;30;3;Female;18;Conditional
SouthAfrica;3;9;23;15;30;4;Female;19;Others
SouthAfrica;3;10;10;15;10;5;Female;20;Contributor
SouthAfrica;3;9;10;15;10;6;Male;21;Conditional
SouthAfrica;3;10;28;15;30;7;Male;20;Contributor
SouthAfrica;3;9;25;15;30;8;Male;23;Contributor
SouthAfrica;3;9;9;16;10;1;Male;20;Contributor
SouthAfrica;3;10;10;16;10;2;Male;19;Conditional
SouthAfrica;3;10;20;16;30;3;Female;18;Conditional
SouthAfrica;3;9;28;16;30;4;Female;19;Others
SouthAfrica;3;10;10;16;10;5;Female;20;Contributor
SouthAfrica;3;9;10;16;10;6;Male;21;Conditional
SouthAfrica;3;10;28;16;30;7;Male;20;Contributor
SouthAfrica;3;9;10;16;30;8;Male;23;Contributor
SouthAfrica;3;9;9;17;10;1;Male;20;Contributor
SouthAfrica;3;10;10;17;10;2;Male;19;Conditional
SouthAfrica;3;10;15;17;30;3;Female;18;Conditional
SouthAfrica;3;9;30;17;30;4;Female;19;Others
SouthAfrica;3;10;10;17;10;5;Female;20;Contributor
SouthAfrica;3;9;8;17;10;6;Male;21;Conditional
SouthAfrica;3;10;28;17;30;7;Male;20;Contributor
SouthAfrica;3;9;28;17;30;8;Male;23;Contributor
SouthAfrica;3;9;9;18;10;1;Male;20;Contributor
SouthAfrica;3;10;10;18;10;2;Male;19;Conditional
SouthAfrica;3;10;15;18;30;3;Female;18;Conditional
SouthAfrica;3;9;12;18;30;4;Female;19;Others
SouthAfrica;3;10;10;18;10;5;Female;20;Contributor
SouthAfrica;3;9;10;18;10;6;Male;21;Conditional
SouthAfrica;3;10;28;18;30;7;Male;20;Contributor
SouthAfrica;3;9;22;18;30;8;Male;23;Contributor
SouthAfrica;3;9;9;19;10;1;Male;20;Contributor
SouthAfrica;3;10;10;19;10;2;Male;19;Conditional
SouthAfrica;3;10;17;19;30;3;Female;18;Conditional
SouthAfrica;3;9;20;19;30;4;Female;19;Others
SouthAfrica;3;10;10;19;10;5;Female;20;Contributor
SouthAfrica;3;9;0;19;10;6;Male;21;Conditional
SouthAfrica;3;10;28;19;30;7;Male;20;Contributor
SouthAfrica;3;9;25;19;30;8;Male;23;Contributor
SouthAfrica;3;9;9;20;10;1;Male;20;Contributor
SouthAfrica;3;10;10;20;10;2;Male;19;Conditional
SouthAfrica;3;10;15;20;30;3;Female;18;Conditional
SouthAfrica;3;9;20;20;30;4;Female;19;Others
SouthAfrica;3;10;10;20;10;5;Female;20;Contributor
SouthAfrica;3;9;8;20;10;6;Male;21;Conditional
SouthAfrica;3;10;28;20;30;7;Male;20;Contributor
SouthAfrica;3;9;25;20;30;8;Male;23;Contributor
SouthAfrica;4;11;4;1;10;1;Female;21;Contributor
SouthAfrica;4;11;20;1;30;2;Female;20;Contributor
SouthAfrica;4;12;6;1;10;3;Female;18;Contributor
SouthAfrica;4;12;10;1;30;4;Female;19;Conditional
SouthAfrica;4;12;30;1;30;5;Female;18;Contributor
SouthAfrica;4;11;10;1;30;6;Female;18;Contributor
SouthAfrica;4;12;10;1;10;7;Female;19;Conditional
SouthAfrica;4;11;4;1;10;8;Female;22;Contributor
SouthAfrica;4;11;10;2;10;1;Female;21;Contributor
SouthAfrica;4;11;16;2;30;2;Female;20;Contributor
SouthAfrica;4;12;8;2;10;3;Female;18;Contributor
SouthAfrica;4;12;12;2;30;4;Female;19;Conditional
SouthAfrica;4;12;30;2;30;5;Female;18;Contributor
SouthAfrica;4;11;30;2;30;6;Female;18;Contributor
SouthAfrica;4;12;2;2;10;7;Female;19;Conditional
SouthAfrica;4;11;8;2;10;8;Female;22;Contributor
SouthAfrica;4;11;7;3;10;1;Female;21;Contributor
SouthAfrica;4;11;30;3;30;2;Female;20;Contributor
SouthAfrica;4;12;9;3;10;3;Female;18;Contributor
SouthAfrica;4;12;20;3;30;4;Female;19;Conditional
SouthAfrica;4;12;28;3;30;5;Female;18;Contributor
SouthAfrica;4;11;20;3;30;6;Female;18;Contributor
SouthAfrica;4;12;2;3;10;7;Female;19;Conditional
SouthAfrica;4;11;8;3;10;8;Female;22;Contributor
SouthAfrica;4;11;5;4;10;1;Female;21;Contributor
SouthAfrica;4;11;24;4;30;2;Female;20;Contributor
SouthAfrica;4;12;7;4;10;3;Female;18;Contributor
SouthAfrica;4;12;25;4;30;4;Female;19;Conditional
SouthAfrica;4;12;30;4;30;5;Female;18;Contributor
SouthAfrica;4;11;10;4;30;6;Female;18;Contributor
SouthAfrica;4;12;5;4;10;7;Female;19;Conditional
SouthAfrica;4;11;8;4;10;8;Female;22;Contributor
SouthAfrica;4;11;9;5;10;1;Female;21;Contributor
SouthAfrica;4;11;30;5;30;2;Female;20;Contributor
SouthAfrica;4;12;7;5;10;3;Female;18;Contributor
SouthAfrica;4;12;30;5;30;4;Female;19;Conditional
SouthAfrica;4;12;30;5;30;5;Female;18;Contributor
SouthAfrica;4;11;20;5;30;6;Female;18;Contributor
SouthAfrica;4;12;10;5;10;7;Female;19;Conditional
SouthAfrica;4;11;10;5;10;8;Female;22;Contributor
SouthAfrica;4;11;8;6;10;1;Female;21;Contributor
SouthAfrica;4;11;30;6;30;2;Female;20;Contributor
SouthAfrica;4;12;7;6;10;3;Female;18;Contributor
SouthAfrica;4;12;30;6;30;4;Female;19;Conditional
SouthAfrica;4;12;30;6;30;5;Female;18;Contributor
SouthAfrica;4;11;20;6;30;6;Female;18;Contributor
SouthAfrica;4;12;8;6;10;7;Female;19;Conditional
SouthAfrica;4;11;10;6;10;8;Female;22;Contributor
SouthAfrica;4;11;8;7;10;1;Female;21;Contributor
SouthAfrica;4;11;16;7;30;2;Female;20;Contributor
SouthAfrica;4;12;7;7;10;3;Female;18;Contributor
SouthAfrica;4;12;20;7;30;4;Female;19;Conditional
SouthAfrica;4;12;30;7;30;5;Female;18;Contributor
SouthAfrica;4;11;30;7;30;6;Female;18;Contributor
SouthAfrica;4;12;6;7;10;7;Female;19;Conditional
SouthAfrica;4;11;10;7;10;8;Female;22;Contributor
SouthAfrica;4;11;6;8;10;1;Female;21;Contributor
SouthAfrica;4;11;30;8;30;2;Female;20;Contributor
SouthAfrica;4;12;10;8;10;3;Female;18;Contributor
SouthAfrica;4;12;30;8;30;4;Female;19;Conditional
SouthAfrica;4;12;28;8;30;5;Female;18;Contributor
SouthAfrica;4;11;20;8;30;6;Female;18;Contributor
SouthAfrica;4;12;5;8;10;7;Female;19;Conditional
SouthAfrica;4;11;10;8;10;8;Female;22;Contributor
SouthAfrica;4;11;7;9;10;1;Female;21;Contributor
SouthAfrica;4;11;30;9;30;2;Female;20;Contributor
SouthAfrica;4;12;7;9;10;3;Female;18;Contributor
SouthAfrica;4;12;25;9;30;4;Female;19;Conditional
SouthAfrica;4;12;30;9;30;5;Female;18;Contributor
SouthAfrica;4;11;20;9;30;6;Female;18;Contributor
SouthAfrica;4;12;3;9;10;7;Female;19;Conditional
SouthAfrica;4;11;8;9;10;8;Female;22;Contributor
SouthAfrica;4;11;6;10;10;1;Female;21;Contributor
SouthAfrica;4;11;24;10;30;2;Female;20;Contributor
SouthAfrica;4;12;5;10;10;3;Female;18;Contributor
SouthAfrica;4;12;28;10;30;4;Female;19;Conditional
SouthAfrica;4;12;30;10;30;5;Female;18;Contributor
SouthAfrica;4;11;10;10;30;6;Female;18;Contributor
SouthAfrica;4;12;4;10;10;7;Female;19;Conditional
SouthAfrica;4;11;10;10;10;8;Female;22;Contributor
SouthAfrica;4;11;8;11;10;1;Female;21;Contributor
SouthAfrica;4;11;28;11;30;2;Female;20;Contributor
SouthAfrica;4;12;6;11;10;3;Female;18;Contributor
SouthAfrica;4;12;30;11;30;4;Female;19;Conditional
SouthAfrica;4;12;30;11;30;5;Female;18;Contributor
SouthAfrica;4;11;10;11;30;6;Female;18;Contributor
SouthAfrica;4;12;4;11;10;7;Female;19;Conditional
SouthAfrica;4;11;10;11;10;8;Female;22;Contributor
SouthAfrica;4;11;7;12;10;1;Female;21;Contributor
SouthAfrica;4;11;30;12;30;2;Female;20;Contributor
SouthAfrica;4;12;6;12;10;3;Female;18;Contributor
SouthAfrica;4;12;26;12;30;4;Female;19;Conditional
SouthAfrica;4;12;30;12;30;5;Female;18;Contributor
SouthAfrica;4;11;22;12;30;6;Female;18;Contributor
SouthAfrica;4;12;4;12;10;7;Female;19;Conditional
SouthAfrica;4;11;10;12;10;8;Female;22;Contributor
SouthAfrica;4;11;8;13;10;1;Female;21;Contributor
SouthAfrica;4;11;26;13;30;2;Female;20;Contributor
SouthAfrica;4;12;7;13;10;3;Female;18;Contributor
SouthAfrica;4;12;15;13;30;4;Female;19;Conditional
SouthAfrica;4;12;28;13;30;5;Female;18;Contributor
SouthAfrica;4;11;14;13;30;6;Female;18;Contributor
SouthAfrica;4;12;4;13;10;7;Female;19;Conditional
SouthAfrica;4;11;10;13;10;8;Female;22;Contributor
SouthAfrica;4;11;6;14;10;1;Female;21;Contributor
SouthAfrica;4;11;30;14;30;2;Female;20;Contributor
SouthAfrica;4;12;7;14;10;3;Female;18;Contributor
SouthAfrica;4;12;18;14;30;4;Female;19;Conditional
SouthAfrica;4;12;30;14;30;5;Female;18;Contributor
SouthAfrica;4;11;20;14;30;6;Female;18;Contributor
SouthAfrica;4;12;5;14;10;7;Female;19;Conditional
SouthAfrica;4;11;8;14;10;8;Female;22;Contributor
SouthAfrica;4;11;7;15;10;1;Female;21;Contributor
SouthAfrica;4;11;24;15;30;2;Female;20;Contributor
SouthAfrica;4;12;5;15;10;3;Female;18;Contributor
SouthAfrica;4;12;5;15;30;4;Female;19;Conditional
SouthAfrica;4;12;30;15;30;5;Female;18;Contributor
SouthAfrica;4;11;20;15;30;6;Female;18;Contributor
SouthAfrica;4;12;4;15;10;7;Female;19;Conditional
SouthAfrica;4;11;8;15;10;8;Female;22;Contributor
SouthAfrica;4;11;8;16;10;1;Female;21;Contributor
SouthAfrica;4;11;30;16;30;2;Female;20;Contributor
SouthAfrica;4;12;10;16;10;3;Female;18;Contributor
SouthAfrica;4;12;25;16;30;4;Female;19;Conditional
SouthAfrica;4;12;30;16;30;5;Female;18;Contributor
SouthAfrica;4;11;20;16;30;6;Female;18;Contributor
SouthAfrica;4;12;5;16;10;7;Female;19;Conditional
SouthAfrica;4;11;10;16;10;8;Female;22;Contributor
